x0,x1,label
0.637371,-0.829294,0
-0.988235,0.428188,0
0.392586,-0.266528,1
-0.498581,0.062042,1
0.245469,0.403466,1
0.448053,-0.199889,1
0.466231,0.033645,1
-0.483309,0.165662,1
0.481998,0.881929,0
-0.151320,0.432754,1
0.214968,1.021567,0
0.411561,-0.187210,1
-0.238240,-0.470943,1
0.737069,-0.636753,0
1.010372,-0.322544,0
0.801527,-0.489279,0
-0.408160,0.332602,1
0.350673,0.504093,1
0.068419,0.507074,1
0.438439,0.126451,1
0.338363,-0.916718,0
0.192991,-0.478114,1
-0.116618,0.458586,1
0.223413,-0.434438,1
-0.535198,0.933662,0
0.301193,-0.396222,1
-0.411711,-0.113766,1
-0.423675,0.301818,1
0.282124,0.328155,1
0.131790,-0.399236,1
0.215949,-0.402011,1
0.010513,1.145220,0
0.055425,-0.464099,1
0.535763,0.014368,1
-0.674365,-0.609472,0
0.361888,-0.074923,1
-0.300039,-0.436468,1
0.847216,-0.267484,0
-0.661727,0.290984,1
-0.818992,-0.879650,0
1.039333,-0.146784,0
-0.155302,-0.415938,1
0.466607,-0.004675,1
0.838757,-0.544135,0
0.166473,-0.474061,1
-0.661723,-0.957855,0
0.457271,0.313823,1
1.018687,0.255495,0
-0.094906,-0.497391,1
1.069705,0.140896,0
-0.482777,0.981255,0
-0.216057,-0.568191,1
0.194048,-1.028095,0
0.195686,-0.525290,1
0.406102,-0.336392,1
0.186521,0.434527,1
-0.020705,-1.078346,0
0.499022,0.891059,0
-0.208208,-1.013165,0
-0.531866,-0.067318,1
-0.921596,-0.447068,0
0.794989,-0.737297,0
0.455974,0.953910,0
0.475335,-0.243340,1
-0.482423,-0.848260,0
0.402628,0.302947,1
-0.410145,0.277105,1
-0.453547,-0.228440,1
0.792762,0.508857,0
0.279244,0.356378,1
0.438303,-0.357434,1
0.282988,0.311450,1
0.246307,-1.039232,0
-0.670311,0.640960,0
-0.244479,0.344625,1
0.491149,0.897561,0
-0.653187,0.846213,0
0.386124,-0.279787,1
-0.705997,-0.425410,0
-0.700138,-0.560011,0
0.042587,0.522139,1
-0.521001,0.155538,1
-0.966935,0.005877,0
0.985458,-0.388579,0
-0.119986,0.536010,1
-0.477153,-0.212425,1
-0.966229,0.183475,0
-0.562659,0.224234,1
-0.469199,-0.316686,1
-0.907326,0.284660,0
0.318916,0.944276,0
-0.800637,0.798922,0
0.330103,0.263104,1
0.462236,0.237164,1
0.158275,-0.858338,0
-0.185275,-1.067657,0
0.297421,-0.308726,1
-0.471938,0.257143,1
0.499064,0.445785,1
-0.975903,-0.137881,0
-0.386966,0.357831,1
0.538586,0.860310,0
-0.054418,0.474736,1
-0.203660,-0.351284,1
-0.315712,-0.407102,1
0.492287,-0.255921,1
0.379397,-0.869234,0
-0.204429,1.064646,0
0.187816,0.461315,1
0.915672,0.452869,0
0.485291,0.065277,1
0.752477,-0.604659,0
-0.976486,-0.203269,0
0.732176,0.631483,0
0.931014,-0.378209,0
0.997957,-0.162478,0
-0.058673,0.533126,1
0.912940,0.037470,0
0.424297,-0.983210,0
-0.463306,-0.208151,1
-0.540573,0.015839,1
0.769435,0.712985,0
0.936570,0.609872,0
-0.016796,-0.449822,1
-0.445512,0.357910,1
0.892658,0.453802,0
-0.401314,0.308113,1
-0.870401,-0.269415,0
0.271541,-0.371325,1
0.464863,-0.809834,0
-0.634771,-0.031858,1
-0.901295,0.220774,0
0.897040,-0.618954,0
-0.250404,1.048421,0
0.167719,0.962494,0
-0.456835,-0.023033,1
-0.584479,-0.053561,1
-1.108330,-0.076632,0
-0.151803,0.493548,1
-0.432540,-0.005584,1
-0.037852,-1.043463,0
0.380847,-0.138991,1
0.065513,0.627682,1
0.704793,0.718479,0
-0.435592,0.403381,1
-0.672979,-0.855271,0
0.385701,-0.810913,0
0.698168,-0.648787,0
0.470314,-0.250829,1
-0.564847,0.280036,1
0.406617,0.892723,0
0.242085,-0.837440,0
0.032683,0.913829,0
-0.040092,0.370545,1
0.076147,-0.996478,0
-0.213524,0.973068,0
0.980155,-0.241022,0
0.344196,0.846354,0
0.309723,0.280208,1
0.829551,-0.316547,0
-0.556485,-0.894189,0
0.202672,0.953743,0
-0.490975,-0.321707,1
-0.662740,-0.681723,0
-0.516186,-0.012191,1
-0.119046,-0.878691,0
-0.787595,0.712979,0
0.434487,0.290523,1
0.310658,-0.424708,1
0.567271,0.095186,1
-0.516004,-0.197435,1
-0.366890,-0.449055,1
-0.039451,-0.466706,1
-0.226005,0.318929,1
-0.697085,0.693945,0
-0.808097,0.689436,0
0.457770,0.040911,1
0.052508,-0.663311,1
0.357922,0.025811,1
-1.055432,0.416364,0
-0.880324,0.205673,0
-1.066122,-0.028040,0
0.346134,-0.311505,1
-0.601633,0.158075,1
-0.882779,-0.308111,0
-0.284600,0.288533,1
-0.274904,-0.384027,1
-0.411963,-0.143846,1
-0.982305,0.057807,0
-0.214558,-0.390363,1
0.220431,0.439202,1
-0.052000,-0.393649,1
0.891689,0.667572,0
0.355341,0.233186,1
0.649976,-0.522632,0
0.848640,0.597682,0
-0.615221,0.719034,0
0.568801,-0.267124,1
1.046731,-0.014102,0
-0.090338,0.522242,1
0.472674,0.209723,1
0.404448,-0.354254,1
-0.359725,-1.029401,0
-0.433947,-0.346870,1
-0.052788,-0.468546,1
0.898021,0.058372,0
0.512731,-0.387263,1
0.470614,0.911946,0
0.161567,-0.479149,1
0.061824,0.500017,1
0.998842,0.203860,0
0.666206,-0.809841,0
0.502761,0.252069,1
-0.009927,1.092884,0
-0.744294,-0.717103,0
0.133074,-0.603670,1
0.389409,0.074484,1
0.362024,0.237960,1
-0.146113,0.924238,0
0.293424,0.291470,1
0.932540,0.490502,0
-0.188907,0.708565,1
-0.238549,-1.096786,0
-0.078960,0.513538,1
-0.401007,-0.208451,1
0.361115,1.007522,0
-0.401095,-0.081450,1
-0.775940,0.762271,0
-0.435943,0.445517,1
-1.137451,0.258781,0
0.131261,-0.946145,0
0.984922,0.324798,0
-0.767955,-0.442980,0
0.331629,-0.963930,0
-0.734364,0.713042,0
-0.907721,-0.464820,0
-0.044254,-0.534397,1
-0.300376,-0.547998,1
0.300481,0.886724,0
-0.176050,-0.513220,1
-0.299543,0.997815,0
-0.911483,-0.143474,0
-0.408010,0.830088,0
-0.219623,-0.464758,1
-0.984152,-0.378128,0
1.040405,-0.170107,0
0.599324,0.753289,0
0.044508,0.511387,1
-0.455398,-0.255579,1
0.496245,0.289181,1
-0.881942,-0.431251,0
0.442724,-1.044067,0
0.014614,0.912604,0
-0.418484,-0.273123,1
0.828187,0.621916,0
-0.077518,-0.564563,1
-0.237380,-0.505506,1
0.986362,-0.152981,0
-0.348964,0.644297,1
0.524402,0.019481,1
-0.055588,0.918005,0
0.282899,0.832511,0
0.485019,-0.125425,1
-0.881823,0.081384,0
-0.678727,0.785908,0
-0.503843,-0.857199,0
0.136177,0.527759,1
0.639550,0.750062,0
-0.420251,-0.146601,1
-0.977527,0.404870,0
-0.018204,-0.431478,1
-0.266004,-1.158461,0
-0.351299,0.892642,0
-0.836277,0.435216,0
0.325095,-0.521374,1
0.584732,-0.006166,1
-0.930659,-0.519461,0
0.470384,0.426871,1
0.408484,-0.195418,1
0.248107,-0.476180,1
-0.687165,0.946664,0
-0.075830,0.951158,0
0.523915,0.280295,1
0.253862,0.474234,1
0.735724,-0.655494,0
-0.128394,0.574816,1
0.086125,-0.981151,0
0.748919,-0.485007,0
-0.045791,0.462013,1
0.690761,-0.638867,0
-0.072408,-0.491559,1
0.684360,-0.859042,0
-0.960973,-0.364567,0
0.344935,-1.013286,0
-0.125077,0.576681,1
-0.946607,0.217777,0
0.944176,-0.643773,0
0.457317,-0.187801,1
0.175818,0.498670,1
-0.219332,-0.920162,0
-0.505360,-1.004316,0
-0.203053,0.455107,1
0.943297,0.246178,0
-0.912322,-0.410282,0
-0.516165,0.313973,1
-0.147965,0.477129,1
-0.198048,-0.313283,1
0.734892,0.756390,0
-0.063666,-0.296479,1
-0.408074,-0.827588,0
0.895374,-0.146563,0
-0.480283,0.091732,1
0.072888,0.828823,0
0.033320,0.460372,1
-0.641236,0.728221,0
0.394038,0.159872,1
0.910461,0.288464,0
-0.388021,0.932962,0
-0.271702,1.041628,0
-0.546660,0.124182,1
-0.539490,-0.789831,0
-0.489177,0.757201,0
0.337667,-0.966744,0
0.203163,-0.373513,1
0.489261,-0.919806,0
-0.878852,-0.095084,0
-0.860123,0.405723,0
-0.048244,0.495927,1
-0.352807,0.357575,1
0.902872,0.432345,0
-0.391303,-0.243099,1
-0.409088,-0.274831,1
0.492807,0.282937,1
0.930690,-0.582447,0
-0.514931,-0.036643,1
0.082141,-0.504801,1
0.538554,0.053647,1
-0.256910,0.375621,1
0.198735,-0.228517,1
0.784643,-0.427878,0
0.664555,0.603429,0
-0.821639,-0.689184,0
-0.684820,-0.681640,0
-0.345039,-0.854358,0
-0.343926,0.952104,0
-0.159020,-0.541945,1
-0.301913,0.469493,1
-0.843537,0.441201,0
-0.481098,0.006501,1
-0.125069,1.027674,0
0.258110,0.460907,1
0.287207,0.870017,0
0.456321,-0.944569,0
-0.984302,0.509112,0
-0.477539,0.285754,1
-0.513770,0.109540,1
0.490211,0.004505,1
0.352746,0.483019,1
-0.537049,-0.273833,1
0.387686,-0.509288,1
-0.023712,0.504719,1
0.194609,1.069051,0
0.952251,0.518868,0
-0.406105,0.054456,1
-0.394405,-0.313203,1
0.370511,0.094774,1
-0.911041,0.534805,0
0.043703,-0.566032,1
0.330082,0.371932,1
0.477137,-0.258394,1
-0.932353,-0.522073,0
-0.310993,0.254528,1
0.342379,-0.463166,1
-0.955892,0.408720,0
-0.035480,-1.077173,0
0.505618,-0.029338,1
0.298137,-0.373138,1
-0.334579,-0.404649,1
-0.487099,0.922890,0
-0.529035,-0.105349,1
0.281378,0.951670,0
0.717417,0.756913,0
1.082012,-0.012585,0
-0.984625,-0.273968,0
0.190246,0.458707,1
0.957911,0.179473,0
-0.980299,0.181681,0
-0.217010,-0.474524,1
-0.852176,0.607095,0
-0.052125,-0.660220,1
0.447556,0.008260,1
1.045104,0.309062,0
-0.163353,-0.471104,1
-0.923726,-0.593220,0
0.143126,-1.029547,0
-0.287617,-1.078729,0
-0.962043,0.493260,0
-0.978767,0.225021,0
0.408300,-1.040024,0
1.052116,0.285522,0
0.501712,-0.010492,1
1.003466,0.038951,0
0.548865,0.168840,1
0.545785,-0.955830,0
0.531107,-0.227952,1
-0.689178,-0.139936,1
0.934926,0.167592,0
-0.952436,-0.141016,0
0.911158,0.491639,0
0.879484,-0.749422,0
0.424740,0.123445,1
0.260470,0.908174,0
0.324317,-0.221392,1
0.595851,-0.689952,0
-0.239722,-0.391774,1
-0.879713,-0.151885,0
0.533122,0.770333,0
-0.466034,-1.049054,0
-0.028858,-0.469862,1
0.873024,-0.294319,0
0.897638,0.061703,0
0.402183,0.432021,1
0.914051,-0.525739,0
0.870384,-0.599539,0
0.135115,-0.588831,1
-0.393808,-0.002417,1
0.369260,-0.362271,1
0.036778,0.529448,1
-0.314697,0.966410,0
0.348514,-0.315987,1
0.272389,0.528335,1
0.720374,0.770136,0
0.138868,0.576600,1
-0.436032,0.182441,1
0.418258,-0.062395,1
-0.819215,0.578594,0
-0.438072,0.417919,1
0.533779,0.813113,0
-1.040049,-0.221936,0
0.168826,-0.201236,1
-0.853628,0.674674,0
0.929086,-0.401048,0
-0.113207,0.901816,0
0.011716,-0.439557,1
-0.289525,0.454253,1
0.221461,-0.279684,1
-0.367093,0.334012,1
0.232527,1.082434,0
0.351055,0.381555,1
0.370928,0.001935,1
1.011218,-0.121637,0
-0.191158,0.463470,1
0.132303,-0.977362,0
0.915374,-0.060253,0
-0.712161,-0.687778,0
-0.434882,-0.210345,1
-0.593824,-0.857879,0
-0.506049,0.179506,1
0.027092,0.438722,1
0.033730,-0.393455,1
-0.172181,0.495926,1
-0.816435,0.483737,0
0.362745,-0.384707,1
0.414699,-0.778317,0
0.589700,0.110357,1
0.303532,-0.303158,1
0.154413,0.446659,1
-0.904511,-0.292131,0
-0.175432,1.053905,0
0.037051,-0.972837,0
-0.067436,0.481607,1
0.712765,-0.816522,0
0.592950,0.274748,1
0.245730,-0.915294,0
-0.035750,0.944485,0
-0.431368,-0.256399,1
0.042943,-0.636159,1
-1.085830,0.068576,0
-0.253682,1.047806,0
-0.565444,-0.096533,1
-0.355221,0.283865,1
0.628169,0.255895,1
-0.733826,-0.552819,0
-0.350652,-0.156503,1
-0.706907,0.878553,0
0.280040,0.469286,1
-0.506007,0.133435,1
0.352962,0.838560,0
0.411951,0.280189,1
1.021466,0.093064,0
0.840131,0.213400,0
0.320719,-1.036006,0
-0.266898,-0.325278,1
0.138095,-0.584728,1
-0.041896,0.547045,1
-0.639735,0.820143,0
-0.534111,0.801748,0
-0.549633,-0.003992,1
-0.277776,0.363858,1
-0.263184,-0.430355,1
-1.010625,0.345195,0
1.011560,0.274523,0
-0.001527,-1.132610,0
-0.240249,-0.978403,0
-0.629351,-0.722529,0
0.664006,-0.838962,0
0.294207,0.165814,1
0.883921,-0.313553,0
0.883719,0.541973,0
-0.794099,-0.347591,0
-0.433655,-0.412997,1
-0.753582,-0.643382,0
-0.483911,0.942098,0
-0.544848,-0.769609,0
-0.314369,-0.478349,1
0.466353,-0.318708,1
0.050509,0.555773,1
-0.522722,-0.106229,1
-0.346498,0.401847,1
-0.709748,0.505772,0
0.649176,0.776477,0
-0.495235,0.238905,1
-0.185899,-0.913971,0
-0.408120,-0.356910,1
-0.413307,-0.206069,1
0.739173,-0.803838,0
0.814111,0.743785,0
0.504101,-0.015343,1
0.953035,-0.629432,0
-0.274710,0.472056,1
-0.616773,0.879868,0
0.265282,-0.394096,1
-0.034199,-0.433789,1
0.439727,0.868617,0
-0.440514,-0.884910,0
0.822956,0.390811,0
-0.270608,0.474724,1
-0.100394,1.104131,0
-1.110797,0.534102,0
-0.325185,0.248456,1
0.945444,-0.240572,0
-0.626287,0.579877,0
0.756846,0.660138,0
-0.169290,-0.402410,1
1.083573,0.410560,0
0.122213,-0.479025,1
-0.062377,-1.086004,0
-0.350022,-0.375491,1
0.283125,0.504527,1
-0.009109,-0.954918,0
-0.306736,0.975515,0
-1.160191,0.072626,0
0.423303,-0.098263,1
0.380916,0.331405,1
-0.519501,-0.008813,1
-0.016749,-0.528840,1
0.987495,-0.518504,0
0.340065,0.519297,1
0.018371,0.624128,1
-0.194476,0.462710,1
0.595542,-0.828690,0
0.116539,1.010142,0
-0.614778,-0.891593,0
-0.342044,-0.466233,1
-1.059205,0.342335,0
-0.118343,-0.411468,1
0.073174,-0.453666,1
-0.439133,-0.173336,1
-0.525531,-0.887480,0
0.394604,0.093552,1
0.929282,-0.083548,0
-0.826926,-0.752868,0
-0.656423,0.908138,0
-0.948538,-0.525343,0
-1.128597,-0.110642,0
0.447031,0.313611,1
0.579025,0.909832,0
-0.577510,0.033683,1
1.233995,0.040799,0
0.442566,-0.927853,0
0.083335,0.972625,0
-0.087476,-0.430719,1
-0.083318,0.478472,1
-0.344257,0.165275,1
0.160801,0.988396,0
-0.983102,-0.281547,0
0.251417,-0.398940,1
0.050236,0.569743,1
0.311559,0.294643,1
0.358102,-0.026611,1
0.199446,-0.467747,1
-0.189317,0.293871,1
-0.891945,-0.625202,0
0.125592,0.415104,1
-0.417950,-1.009435,0
0.538083,-0.274144,1
-0.219000,-0.327995,1
0.178860,-0.517096,1
-0.626997,-0.900992,0
-1.041441,-0.407196,0
